title,author,publisher,description,new_this_week,weeks_on_list,isbn,image_url,scrape_date
ENOUGH,Cassidy Hutchinson,Simon & Schuster,"The former special assistant to President Trump and his chief of staff, Mark Meadows, details events surrounding the crisis of conscience she faced.",True,,166802828X,https://storage.googleapis.com/du-prd/books/images/9781668028285.jpg,2023-10-10
KILLING THE WITCHES,Bill O'Reilly and Martin Dugard,St. Martin's,"The 13th book in the conservative commentator’s Killing series gives a portrayal of the events of 1692 and 1693 in Salem Village, Mass.",True,,1250283329,https://storage.googleapis.com/du-prd/books/images/9781250283320.jpg,2023-10-10
THE DEMOCRAT PARTY HATES AMERICA,Mark R. Levin,Threshold Editions,The Fox News host and author of “American Marxism” argues for the defeat of the Democratic Party.,True,2.0,150118315X,https://storage.googleapis.com/du-prd/books/images/9781501183157.jpg,2023-10-10
DEMOCRACY AWAKENING,Heather Cox Richardson,Viking,The historian and author of the newsletter “Letters From an American” shares her views on the current political moment.,True,,0593652967,https://storage.googleapis.com/du-prd/books/images/9780593652961.jpg,2023-10-10
ELON MUSK,Walter Isaacson,Simon & Schuster,"The author of “The Code Breaker” traces Musk’s life and summarizes his work on electric vehicles, private space exploration and artificial intelligence.",True,3.0,1982181281,https://storage.googleapis.com/du-prd/books/images/9781982181284.jpg,2023-10-10
KILLERS OF THE FLOWER MOON,David Grann,Doubleday,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",True,96.0,0385534248,https://storage.googleapis.com/du-prd/books/images/9780385534246.jpg,2023-10-10
THICKER THAN WATER,Kerry Washington,"Little, Brown Spark",The Emmy Award-winning actor describes setbacks she faced and her journey to find a sense of belonging.,True,,0316497398,https://storage.googleapis.com/du-prd/books/images/9780316497398.jpg,2023-10-10
ASTOR,Anderson Cooper and Katherine Howe,Harper,The authors of “Vanderbilt” chronicle the Astor family’s place in American society from 1793 through 2009.,True,2.0,0062964704,https://storage.googleapis.com/du-prd/books/images/9780062964700.jpg,2023-10-10
COUNTING THE COST,Jill Duggar with Derick Dillard and Craig Borlase,Gallery,A behind-the-scenes account of the reality TV series “19 Kids and Counting” and a portrayal of life inside the Duggar family.,True,3.0,1668024446,https://storage.googleapis.com/du-prd/books/images/9781668024447.jpg,2023-10-10
OUTLIVE,Peter Attia with Bill Gifford,Harmony,A look at recent scientific research on aging and longevity.,True,27.0,0593236599,https://storage.googleapis.com/du-prd/books/images/9780593236598.jpg,2023-10-10
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,162.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2023-10-10
THE WAGER,David Grann,Doubleday,The survivors of a shipwrecked British vessel on a secret mission during an imperial war with Spain have different accounts of events.,True,24.0,0385534264,https://storage.googleapis.com/du-prd/books/images/9780385534260.jpg,2023-10-10
BLACK AF HISTORY,Michael Harriot,Dey Street,A columnist at TheGrio.com articulates moments in American history that center the perspectives and experiences of Black Americans.,True,2.0,0358439167,https://storage.googleapis.com/du-prd/books/images/9780358439165.jpg,2023-10-10
AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,Vintage,A biography of J. Robert Oppenheimer. Winner of the Pulitzer Prize in 2006 and an inspiration for the film “Oppenheimer.”,True,13.0,0375726268,https://storage.googleapis.com/du-prd/books/images/9780375726262.jpg,2023-10-10
THE MYSTERIOUS CASE OF RUDOLF DIESEL,Douglas Brunt,Atria,An account of the disappearance in September 1913 of the man who invented the internal combustion engine.,True,2.0,1982169907,https://storage.googleapis.com/du-prd/books/images/9781982169909.jpg,2023-10-10
GOING INFINITE,Michael Lewis,Norton,The author of “The Big Short” and “The Premonition” chronicles the rise and fall of Sam Bankman-Fried and FTX.,True,,1324074337,https://storage.googleapis.com/du-prd/books/images/9781324074335.jpg,2023-10-17
THE DEMOCRAT PARTY HATES AMERICA,Mark R. Levin,Threshold Editions,The Fox News host and author of “American Marxism” argues for the defeat of the Democratic Party.,True,3.0,150118315X,https://storage.googleapis.com/du-prd/books/images/9781501183157.jpg,2023-10-17
KILLERS OF THE FLOWER MOON,David Grann,Doubleday,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",True,97.0,0385534248,https://storage.googleapis.com/du-prd/books/images/9780385534246.jpg,2023-10-17
KILLING THE WITCHES,Bill O'Reilly and Martin Dugard,St. Martin's,"The 13th book in the conservative commentator’s Killing series gives a portrayal of the events of 1692 and 1693 in Salem Village, Mass.",True,2.0,1250283329,https://storage.googleapis.com/du-prd/books/images/9781250283320.jpg,2023-10-17
ELON MUSK,Walter Isaacson,Simon & Schuster,"The author of “The Code Breaker” traces Musk’s life and summarizes his work on electric vehicles, private space exploration and artificial intelligence.",True,4.0,1982181281,https://storage.googleapis.com/du-prd/books/images/9781982181284.jpg,2023-10-17
ENOUGH,Cassidy Hutchinson,Simon & Schuster,"The former special assistant to President Trump and his chief of staff, Mark Meadows, details events surrounding the crisis of conscience she faced.",True,2.0,166802828X,https://storage.googleapis.com/du-prd/books/images/9781668028285.jpg,2023-10-17
MAKING IT SO,Patrick Stewart,Gallery,The Olivier Award-winning actor recounts his classical theater training and onscreen portrayals of the iconic roles of Jean-Luc Picard and Professor Charles Xavier.,True,,1982167734,https://storage.googleapis.com/du-prd/books/images/9781982167738.jpg,2023-10-17
ASTOR,Anderson Cooper and Katherine Howe,Harper,The authors of “Vanderbilt” chronicle the Astor family’s place in American society from 1793 through 2009.,True,3.0,0062964704,https://storage.googleapis.com/du-prd/books/images/9780062964700.jpg,2023-10-17
DEMOCRACY AWAKENING,Heather Cox Richardson,Viking,The historian and author of the newsletter “Letters From an American” shares her views on the current political moment.,True,2.0,0593652967,https://storage.googleapis.com/du-prd/books/images/9780593652961.jpg,2023-10-17
OUTLIVE,Peter Attia with Bill Gifford,Harmony,A look at recent scientific research on aging and longevity.,True,28.0,0593236599,https://storage.googleapis.com/du-prd/books/images/9780593236598.jpg,2023-10-17
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,163.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2023-10-17
THICKER THAN WATER,Kerry Washington,"Little, Brown Spark",The Emmy Award-winning actor describes setbacks she faced and her journey to find a sense of belonging.,True,2.0,0316497398,https://storage.googleapis.com/du-prd/books/images/9780316497398.jpg,2023-10-17
THE WAGER,David Grann,Doubleday,The survivors of a shipwrecked British vessel on a secret mission during an imperial war with Spain have different accounts of events.,True,25.0,0385534264,https://storage.googleapis.com/du-prd/books/images/9780385534260.jpg,2023-10-17
DIFFER WE MUST,Steve Inskeep,Penguin Press,A host of NPR’s “Morning Edition” describes encounters Abraham Lincoln had with some who disagreed with him.,True,,0593297865,https://storage.googleapis.com/du-prd/books/images/9780593297865.jpg,2023-10-17
EVE,Cat Bohannon,Knopf,A look at human evolution that examines key questions about the female body.,True,,0385350546,https://storage.googleapis.com/du-prd/books/images/9780385350549.jpg,2023-10-17
KILLERS OF THE FLOWER MOON,David Grann,Doubleday,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",True,98.0,0385534248,https://storage.googleapis.com/du-prd/books/images/9780385534246.jpg,2023-10-24
ENOUGH,Cassidy Hutchinson,Simon & Schuster,"The former special assistant to President Trump and his chief of staff, Mark Meadows, details events surrounding the crisis of conscience she faced.",True,3.0,166802828X,https://storage.googleapis.com/du-prd/books/images/9781668028285.jpg,2023-10-24
ELON MUSK,Walter Isaacson,Simon & Schuster,"The author of “The Code Breaker” traces Musk’s life and summarizes his work on electric vehicles, private space exploration and artificial intelligence.",True,5.0,1982181281,https://storage.googleapis.com/du-prd/books/images/9781982181284.jpg,2023-10-24
KILLING THE WITCHES,Bill O'Reilly and Martin Dugard,St. Martin's,"The 13th book in the conservative commentator’s Killing series gives a portrayal of the events of 1692 and 1693 in Salem Village, Mass.",True,3.0,1250283329,https://storage.googleapis.com/du-prd/books/images/9781250283320.jpg,2023-10-24
GOING INFINITE,Michael Lewis,Norton,The author of “The Big Short” and “The Premonition” chronicles the rise and fall of Sam Bankman-Fried and FTX.,True,2.0,1324074337,https://storage.googleapis.com/du-prd/books/images/9781324074335.jpg,2023-10-24
TO RESCUE THE CONSTITUTION,Bret Baier with Catherine Whitney,Mariner,The chief political anchor for Fox News gives an account of important actions taken by George Washington.,True,,0063039583,https://storage.googleapis.com/du-prd/books/images/9780063039582.jpg,2023-10-24
THE DEMOCRAT PARTY HATES AMERICA,Mark R. Levin,Threshold Editions,The Fox News host and author of “American Marxism” argues for the defeat of the Democratic Party.,True,4.0,150118315X,https://storage.googleapis.com/du-prd/books/images/9781501183157.jpg,2023-10-24
LUCKY ME,Rich Paul with Jesse Washington,Roc Lit 101,The founder and chief executive of Klutch Sports Group describes struggles he encountered and his friendship with LeBron James.,True,,0593448472,https://storage.googleapis.com/du-prd/books/images/9780593448472.jpg,2023-10-24
OUTLIVE,Peter Attia with Bill Gifford,Harmony,A look at recent scientific research on aging and longevity.,True,29.0,0593236599,https://storage.googleapis.com/du-prd/books/images/9780593236598.jpg,2023-10-24
DEMOCRACY AWAKENING,Heather Cox Richardson,Viking,The historian and author of the newsletter “Letters From an American” shares her views on the current political moment.,True,3.0,0593652967,https://storage.googleapis.com/du-prd/books/images/9780593652961.jpg,2023-10-24
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,164.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2023-10-24
ASTOR,Anderson Cooper and Katherine Howe,Harper,The authors of “Vanderbilt” chronicle the Astor family’s place in American society from 1793 through 2009.,True,4.0,0062964704,https://storage.googleapis.com/du-prd/books/images/9780062964700.jpg,2023-10-24
MAKING IT SO,Patrick Stewart,Gallery,The Olivier Award-winning actor recounts his classical theater training and onscreen portrayals of the iconic roles of Jean-Luc Picard and Professor Charles Xavier.,True,2.0,1982167734,https://storage.googleapis.com/du-prd/books/images/9781982167738.jpg,2023-10-24
THE WAGER,David Grann,Doubleday,The survivors of a shipwrecked British vessel on a secret mission during an imperial war with Spain have different accounts of events.,True,26.0,0385534264,https://storage.googleapis.com/du-prd/books/images/9780385534260.jpg,2023-10-24
MCU,"Joanna Robinson, Dave Gonzales and Gavin Edwards",Liveright,A behind-the-scenes look at the Marvel Cinematic Universe.,True,,1631497510,https://storage.googleapis.com/du-prd/books/images/9781631497513.jpg,2023-10-24
KILLERS OF THE FLOWER MOON,David Grann,Doubleday,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",True,99.0,0385534248,https://storage.googleapis.com/du-prd/books/images/9780385534246.jpg,2023-10-31
PREQUEL,Rachel Maddow,Crown,The MSNBC host and co-author of “Bag Man” details a campaign to overthrow the U.S. government and install authoritarian rule prior to and during our involvement in World War II.,True,,0593444515,https://storage.googleapis.com/du-prd/books/images/9780593444511.jpg,2023-10-31
ENOUGH,Cassidy Hutchinson,Simon & Schuster,"The former special assistant to President Trump and his chief of staff, Mark Meadows, details events surrounding the crisis of conscience she faced.",True,4.0,166802828X,https://storage.googleapis.com/du-prd/books/images/9781668028285.jpg,2023-10-31
WORTHY,Jada Pinkett Smith,Dey Street,The actress and talk-show host describes personal and professional difficulties she encountered and her journey to finding self-love.,True,,0063320681,https://storage.googleapis.com/du-prd/books/images/9780063320680.jpg,2023-10-31
BEHIND THE SEAMS,Dolly Parton with Holly George-Warren,Ten Speed,The country music legend shares stories about her favorite outfits she has worn on and off the stage.,True,,198486212X,https://storage.googleapis.com/du-prd/books/images/9781984862129.jpg,2023-10-31
ELON MUSK,Walter Isaacson,Simon & Schuster,"The author of “The Code Breaker” traces Musk’s life and summarizes his work on electric vehicles, private space exploration and artificial intelligence.",True,6.0,1982181281,https://storage.googleapis.com/du-prd/books/images/9781982181284.jpg,2023-10-31
DEMOCRACY AWAKENING,Heather Cox Richardson,Viking,The historian and author of the newsletter “Letters From an American” shares her views on the current political moment.,True,4.0,0593652967,https://storage.googleapis.com/du-prd/books/images/9780593652961.jpg,2023-10-31
KILLING THE WITCHES,Bill O'Reilly and Martin Dugard,St. Martin's,"The 13th book in the conservative commentator’s Killing series gives a portrayal of the events of 1692 and 1693 in Salem Village, Mass.",True,4.0,1250283329,https://storage.googleapis.com/du-prd/books/images/9781250283320.jpg,2023-10-31
GOING INFINITE,Michael Lewis,Norton,The author of “The Big Short” and “The Premonition” chronicles the rise and fall of Sam Bankman-Fried and FTX.,True,3.0,1324074337,https://storage.googleapis.com/du-prd/books/images/9781324074335.jpg,2023-10-31
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,165.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2023-10-31
THE DEMOCRAT PARTY HATES AMERICA,Mark R. Levin,Threshold Editions,The Fox News host and author of “American Marxism” argues for the defeat of the Democratic Party.,True,5.0,150118315X,https://storage.googleapis.com/du-prd/books/images/9781501183157.jpg,2023-10-31
OUTLIVE,Peter Attia with Bill Gifford,Harmony,A look at recent scientific research on aging and longevity.,True,30.0,0593236599,https://storage.googleapis.com/du-prd/books/images/9780593236598.jpg,2023-10-31
TO RESCUE THE CONSTITUTION,Bret Baier with Catherine Whitney,Mariner,The chief political anchor for Fox News gives an account of important actions taken by George Washington.,True,2.0,0063039583,https://storage.googleapis.com/du-prd/books/images/9780063039582.jpg,2023-10-31
DETERMINED,Robert M. Sapolsky,Penguin Press,The author of “Behave” makes his case against free will.,True,,0525560971,https://storage.googleapis.com/du-prd/books/images/9780525560975.jpg,2023-10-31
THE WAGER,David Grann,Doubleday,The survivors of a shipwrecked British vessel on a secret mission during an imperial war with Spain have different accounts of events.,True,27.0,0385534264,https://storage.googleapis.com/du-prd/books/images/9780385534260.jpg,2023-10-31
THE WOMAN IN ME,Britney Spears,Gallery,"The Grammy Award-winning pop star details her personal and professional experiences, including the years she spent under a conservatorship overseen by her father.",True,,1668009048,https://storage.googleapis.com/du-prd/books/images/9781668009048.jpg,2023-11-07
KILLERS OF THE FLOWER MOON,David Grann,Doubleday,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",True,100.0,0385534248,https://storage.googleapis.com/du-prd/books/images/9780385534246.jpg,2023-11-07
ROMNEY,McKay Coppins,Scribner,A staff writer at The Atlantic profiles the Republican senator from Utah and former governor of Massachusetts.,True,,1982196203,https://storage.googleapis.com/du-prd/books/images/9781982196202.jpg,2023-11-07
PREQUEL,Rachel Maddow,Crown,The MSNBC host and co-author of “Bag Man” details a campaign to overthrow the U.S. government and install authoritarian rule prior to and during our involvement in World War II.,True,2.0,0593444515,https://storage.googleapis.com/du-prd/books/images/9780593444511.jpg,2023-11-07
IF YOU WOULD HAVE TOLD ME,John Stamos with Daphne Young,Holt,"A memoir by the star of “Full House,” “ER” and “General Hospital.”",True,,1250890977,https://storage.googleapis.com/du-prd/books/images/9781250890979.jpg,2023-11-07
ELON MUSK,Walter Isaacson,Simon & Schuster,"The author of “The Code Breaker” traces Musk’s life and summarizes his work on electric vehicles, private space exploration and artificial intelligence.",True,7.0,1982181281,https://storage.googleapis.com/du-prd/books/images/9781982181284.jpg,2023-11-07
KILLING THE WITCHES,Bill O'Reilly and Martin Dugard,St. Martin's,"The 13th book in the conservative commentator’s Killing series gives a portrayal of the events of 1692 and 1693 in Salem Village, Mass.",True,5.0,1250283329,https://storage.googleapis.com/du-prd/books/images/9781250283320.jpg,2023-11-07
EMPEROR OF ROME,Mary Beard,Liveright,The author of “SPQR” questions some assumptions about imperial power as she examines the social and political world of Roman emperors.,True,,0871404222,https://storage.googleapis.com/du-prd/books/images/9780871404220.jpg,2023-11-07
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,166.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2023-11-07
ENOUGH,Cassidy Hutchinson,Simon & Schuster,"The former special assistant to President Trump and his chief of staff, Mark Meadows, details events surrounding the crisis of conscience she faced.",True,5.0,166802828X,https://storage.googleapis.com/du-prd/books/images/9781668028285.jpg,2023-11-07
THE IN-BETWEEN,Hadley Vlahos,Ballantine,A hospice nurse shares some of her most impactful experiences and questions some of society's beliefs around end-of-life care.,True,10.0,059349993X,https://storage.googleapis.com/du-prd/books/images/9780593499931.jpg,2023-11-07
GOING INFINITE,Michael Lewis,Norton,The author of “The Big Short” and “The Premonition” chronicles the rise and fall of Sam Bankman-Fried and FTX.,True,4.0,1324074337,https://storage.googleapis.com/du-prd/books/images/9781324074335.jpg,2023-11-07
OUTLIVE,Peter Attia with Bill Gifford,Harmony,A look at recent scientific research on aging and longevity.,True,31.0,0593236599,https://storage.googleapis.com/du-prd/books/images/9780593236598.jpg,2023-11-07
WORTHY,Jada Pinkett Smith,Dey Street,The actress and talk-show host describes personal and professional difficulties she encountered and her journey to finding self-love.,True,2.0,0063320681,https://storage.googleapis.com/du-prd/books/images/9780063320680.jpg,2023-11-07
STANDING MY GROUND,Harry Dunn,Hachette,A memoir by a Capitol Police officer who was on duty on Jan. 6.,True,,0306831139,https://storage.googleapis.com/du-prd/books/images/9780306831133.jpg,2023-11-07
THE WOMAN IN ME,Britney Spears,Gallery,"The Grammy Award-winning pop star details her personal and professional experiences, including the years she spent under a conservatorship overseen by her father.",True,2.0,1668009048,https://storage.googleapis.com/du-prd/books/images/9781668009048.jpg,2023-11-14
"FRIENDS, LOVERS, AND THE BIG TERRIBLE THING",Matthew Perry,Flatiron,"The late actor, known for playing Chandler Bing on “Friends,” shares stories from his childhood and his struggles with sobriety.",True,17.0,1250866448,https://storage.googleapis.com/du-prd/books/images/9781250866448.jpg,2023-11-14
KILLERS OF THE FLOWER MOON,David Grann,Doubleday,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",True,101.0,0385534248,https://storage.googleapis.com/du-prd/books/images/9780385534246.jpg,2023-11-14
BEING HENRY,Henry Winkler with James Kaplan,Celadon,The Emmy Award-winning actor shares how playing roles such as the Fonz and his struggles with dyslexia affected his life.,True,,1250888093,https://storage.googleapis.com/du-prd/books/images/9781250888099.jpg,2023-11-14
OUTLIVE,Peter Attia with Bill Gifford,Harmony,A look at recent scientific research on aging and longevity.,True,32.0,0593236599,https://storage.googleapis.com/du-prd/books/images/9780593236598.jpg,2023-11-14
PREQUEL,Rachel Maddow,Crown,The MSNBC host and co-author of “Bag Man” details a campaign to overthrow the U.S. government and install authoritarian rule prior to and during our involvement in World War II.,True,3.0,0593444515,https://storage.googleapis.com/du-prd/books/images/9780593444511.jpg,2023-11-14
ELON MUSK,Walter Isaacson,Simon & Schuster,"The author of “The Code Breaker” traces Musk’s life and summarizes his work on electric vehicles, private space exploration and artificial intelligence.",True,8.0,1982181281,https://storage.googleapis.com/du-prd/books/images/9781982181284.jpg,2023-11-14
RENEGADE,Adam Kinzinger with Michael D’Antonio,The Open Field,The former congressman from Illinois gives an account of his time serving in the military and on the Jan. 6 committee.,True,,0593654161,https://storage.googleapis.com/du-prd/books/images/9780593654163.jpg,2023-11-14
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,167.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2023-11-14
ROMNEY,McKay Coppins,Scribner,A staff writer at The Atlantic profiles the Republican senator from Utah and former governor of Massachusetts.,True,2.0,1982196203,https://storage.googleapis.com/du-prd/books/images/9781982196202.jpg,2023-11-14
GOING INFINITE,Michael Lewis,Norton,The author of “The Big Short” and “The Premonition” chronicles the rise and fall of Sam Bankman-Fried and FTX.,True,5.0,1324074337,https://storage.googleapis.com/du-prd/books/images/9781324074335.jpg,2023-11-14
KILLING THE WITCHES,Bill O'Reilly and Martin Dugard,St. Martin's,"The 13th book in the conservative commentator’s Killing series gives a portrayal of the events of 1692 and 1693 in Salem Village, Mass.",True,6.0,1250283329,https://storage.googleapis.com/du-prd/books/images/9781250283320.jpg,2023-11-14
THE HUNDRED YEARS' WAR ON PALESTINE,Rashid Khalidi,Metropolitan,"An account of the history of settler colonialism and resistance, based on untapped archival materials and reports.",True,,1250787653,https://storage.googleapis.com/du-prd/books/images/9781250787651.jpg,2023-11-14
THE WAGER,David Grann,Doubleday,The survivors of a shipwrecked British vessel on a secret mission during an imperial war with Spain have different accounts of events.,True,28.0,0385534264,https://storage.googleapis.com/du-prd/books/images/9780385534260.jpg,2023-11-14
DEMOCRACY AWAKENING,Heather Cox Richardson,Viking,The historian and author of the newsletter “Letters From an American” shares her views on the current political moment.,True,5.0,0593652967,https://storage.googleapis.com/du-prd/books/images/9780593652961.jpg,2023-11-14
THE WOMAN IN ME,Britney Spears,Gallery,"The Grammy Award-winning pop star details her personal and professional experiences, including the years she spent under a conservatorship overseen by her father.",True,3.0,1668009048,https://storage.googleapis.com/du-prd/books/images/9781668009048.jpg,2023-11-21
MY NAME IS BARBRA,Barbra Streisand,Viking,The EGOT winner chronicles her journey in show business and reveals details about some of her personal relationships.,True,,0525429522,https://storage.googleapis.com/du-prd/books/images/9780525429524.jpg,2023-11-21
KILLERS OF THE FLOWER MOON,David Grann,Doubleday,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",True,102.0,0385534248,https://storage.googleapis.com/du-prd/books/images/9780385534246.jpg,2023-11-21
PREQUEL,Rachel Maddow,Crown,The MSNBC host and co-author of “Bag Man” details a campaign to overthrow the U.S. government and install authoritarian rule prior to and during our involvement in World War II.,True,4.0,0593444515,https://storage.googleapis.com/du-prd/books/images/9780593444511.jpg,2023-11-21
"FRIENDS, LOVERS, AND THE BIG TERRIBLE THING",Matthew Perry,Flatiron,"The late actor, known for playing Chandler Bing on “Friends,” shares stories from his childhood and his struggles with sobriety.",True,18.0,1250866448,https://storage.googleapis.com/du-prd/books/images/9781250866448.jpg,2023-11-21
ELON MUSK,Walter Isaacson,Simon & Schuster,"The author of “The Code Breaker” traces Musk’s life and summarizes his work on electric vehicles, private space exploration and artificial intelligence.",True,9.0,1982181281,https://storage.googleapis.com/du-prd/books/images/9781982181284.jpg,2023-11-21
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,168.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2023-11-21
BEING HENRY,Henry Winkler with James Kaplan,Celadon,The Emmy Award-winning actor shares how playing roles such as the Fonz and his struggles with dyslexia affected his life.,True,2.0,1250888093,https://storage.googleapis.com/du-prd/books/images/9781250888099.jpg,2023-11-21
OUTLIVE,Peter Attia with Bill Gifford,Harmony,A look at recent scientific research on aging and longevity.,True,33.0,0593236599,https://storage.googleapis.com/du-prd/books/images/9780593236598.jpg,2023-11-21
UNWOKE,Ted Cruz,Regnery,The Republican senator from Texas shares his opinions on an assortment of American institutions.,True,,1684513626,https://storage.googleapis.com/du-prd/books/images/9781684513628.jpg,2023-11-21
TEDDY AND BOOKER T.,Brian Kilmeade,Sentinel,The Fox News host gives an account of the relationship between President Theodore Roosevelt and Booker T. Washington.,True,,0593543823,https://storage.googleapis.com/du-prd/books/images/9780593543825.jpg,2023-11-21
THE FUND,Rob Copeland,St. Martin's,A finance reporter for The New York Times gives an account of the hedge-fund manager Ray Dalio's work and how it affected others.,True,,1250276934,https://storage.googleapis.com/du-prd/books/images/9781250276933.jpg,2023-11-21
A CITY ON MARS,Kelly Weinersmith and Zach Weinersmith,Penguin Press,The authors of “Soonish” examine the pros and cons of space settlement.,True,,1984881728,https://storage.googleapis.com/du-prd/books/images/9781984881724.jpg,2023-11-21
WORLD WITHIN A SONG,Jeff Tweedy,Dutton,The founder of the rock band Wilco explores 50 songs that made an impression on him.,True,,0593472527,https://storage.googleapis.com/du-prd/books/images/9780593472521.jpg,2023-11-21
THE WAGER,David Grann,Doubleday,The survivors of a shipwrecked British vessel on a secret mission during an imperial war with Spain have different accounts of events.,True,29.0,0385534264,https://storage.googleapis.com/du-prd/books/images/9780385534260.jpg,2023-11-21
"FRIENDS, LOVERS, AND THE BIG TERRIBLE THING",Matthew Perry,Flatiron,"The late actor, known for playing Chandler Bing on “Friends,” shares stories from his childhood and his struggles with sobriety.",True,19.0,1250866448,https://storage.googleapis.com/du-prd/books/images/9781250866448.jpg,2023-11-28
THE WOMAN IN ME,Britney Spears,Gallery,"The Grammy Award-winning pop star details her personal and professional experiences, including the years she spent under a conservatorship overseen by her father.",True,4.0,1668009048,https://storage.googleapis.com/du-prd/books/images/9781668009048.jpg,2023-11-28
MY NAME IS BARBRA,Barbra Streisand,Viking,The EGOT winner chronicles her journey in show business and reveals details about some of her personal relationships.,True,2.0,0525429522,https://storage.googleapis.com/du-prd/books/images/9780525429524.jpg,2023-11-28
MY EFFIN' LIFE,Geddy Lee with Daniel Richler,Harper,The musician known for his work with the band Rush chronicles his life as the child of Holocaust survivors and his time in the limelight.,True,,0063159414,https://storage.googleapis.com/du-prd/books/images/9780063159419.jpg,2023-11-28
KILLERS OF THE FLOWER MOON,David Grann,Doubleday,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",True,103.0,0385534248,https://storage.googleapis.com/du-prd/books/images/9780385534246.jpg,2023-11-28
TIRED OF WINNING,Jonathan Karl,Dutton,The chief Washington correspondent for ABC News looks at Donald Trump’s impact on the Republican Party.,True,,0593473981,https://storage.googleapis.com/du-prd/books/images/9780593473986.jpg,2023-11-28
GHOSTS OF HONOLULU,Mark Harmon and Leon Carroll Jr.,Harper Select,"The story of a Japanese American naval intelligence agent, a Japanese spy and events in Hawaii before the start of World War II.",True,,1400337011,https://storage.googleapis.com/du-prd/books/images/9781400337019.jpg,2023-11-28
PREQUEL,Rachel Maddow,Crown,The MSNBC host and co-author of “Bag Man” details a campaign to overthrow the U.S. government and install authoritarian rule prior to and during our involvement in World War II.,True,5.0,0593444515,https://storage.googleapis.com/du-prd/books/images/9780593444511.jpg,2023-11-28
THE WAGER,David Grann,Doubleday,The survivors of a shipwrecked British vessel on a secret mission during an imperial war with Spain have different accounts of events.,True,30.0,0385534264,https://storage.googleapis.com/du-prd/books/images/9780385534260.jpg,2023-11-28
ELON MUSK,Walter Isaacson,Simon & Schuster,"The author of “The Code Breaker” traces Musk’s life and summarizes his work on electric vehicles, private space exploration and artificial intelligence.",True,10.0,1982181281,https://storage.googleapis.com/du-prd/books/images/9781982181284.jpg,2023-11-28
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,169.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2023-11-28
TEDDY AND BOOKER T.,Brian Kilmeade,Sentinel,The Fox News host gives an account of the relationship between President Theodore Roosevelt and Booker T. Washington.,True,2.0,0593543823,https://storage.googleapis.com/du-prd/books/images/9780593543825.jpg,2023-11-28
BEING HENRY,Henry Winkler with James Kaplan,Celadon,The Emmy Award-winning actor shares how playing roles such as the Fonz and his struggles with dyslexia affected his life.,True,3.0,1250888093,https://storage.googleapis.com/du-prd/books/images/9781250888099.jpg,2023-11-28
UNWOKE,Ted Cruz,Regnery,The Republican senator from Texas shares his opinions on an assortment of American institutions.,True,2.0,1684513626,https://storage.googleapis.com/du-prd/books/images/9781684513628.jpg,2023-11-28
OUTLIVE,Peter Attia with Bill Gifford,Harmony,A look at recent scientific research on aging and longevity.,True,34.0,0593236599,https://storage.googleapis.com/du-prd/books/images/9780593236598.jpg,2023-11-28
